epoch,lr,train_loss,val_loss,val_mpjpe,val_pampjpe,val_mpjpe_h,val_mpjpe_v,val_mpjpe_d,val_pck50,val_pck40,val_pck30,val_pck20,val_pck10,epoch_seconds
1,0.0001,0.2187505265014081,0.08933943855068223,435.2141181707043,130.73559451039017,303.8028564453125,203.72564697265625,113.69332885742188,85.06783395176255,75.62072414192949,61.096938775510196,40.2097344619666,12.96853258348794,114.01895451545715
2,0.0001,0.07619169522312623,0.0666534759061919,361.8119692008831,125.12121487220381,236.07899475097656,176.7018280029297,107.72158813476562,90.25575429035248,83.88291396103895,72.6258116883117,52.82279104823747,19.550817486085347,78.22051095962524
3,0.0001,0.05058637268935578,0.045515362808311526,300.8912824763682,123.64482561885717,169.08404541015625,161.54005432128906,106.91263580322266,94.95629928107604,90.86596996753246,82.19322530148423,62.85946196660485,23.18674628942487,71.8071653842926
4,0.0001,0.036998419298589984,0.03714378734796562,262.1204113044576,124.30384251067757,145.3456268310547,133.30010986328125,104.11650848388672,96.22021393784782,93.59744608070501,87.42499130333951,71.89420512523188,30.852852504638225,56.03485107421875
5,0.0001,0.028836351291193992,0.029580379878594118,248.15799083682586,107.65271146843477,129.7332305908203,117.89888763427734,122.77709197998047,97.79612128942485,95.74986955009273,90.4311369434137,73.59838821892394,28.250739216140985,58.108543157577515
6,0.0001,0.024794800952076913,0.025956610418771477,224.15253516586543,105.49158050024795,116.58901977539062,117.8342056274414,98.18213653564453,98.09072066326529,96.29304846938773,91.48778119202224,77.86518726808906,38.35118564471243,57.72666311264038
7,0.0001,0.021813229971294163,0.022158889883113177,205.18744325163016,104.2724712373001,100.48306274414062,101.91580200195312,100.1990966796875,98.062818877551,96.6608447356215,93.18000637755107,82.2577255333952,44.69793599257887,62.09524130821228
8,0.0001,0.019521212297244163,0.023779369271572003,204.6784467113815,106.11755751865202,109.88653564453125,104.49390411376953,87.53235626220703,98.09072066326529,96.61881087662336,92.74553571428568,81.88304441094618,46.67715097402598,60.40528726577759
9,0.0001,0.018802370220611368,0.019737980090378023,181.1728779859258,97.56886260867955,94.91837310791016,92.41773986816406,77.95328521728516,98.52410424397031,97.39100185528751,94.67909322820039,86.29297599721707,54.90781539888681,67.6656141281128
10,0.0001,0.015261095436879351,0.01878294275163419,184.5404213244681,95.27356523936707,88.62528991699219,97.41265106201172,87.27556610107422,98.91980229591837,97.64864042207792,94.49936224489798,84.78265596011134,52.673498376623364,61.19290566444397
11,7.500000000000001e-05,0.012130857971084269,0.016807762376794762,167.01211269753077,89.54844892269965,86.61417388916016,85.11991119384766,74.61978912353516,98.9317602040816,97.91497564935061,95.51505971706861,87.80655728200371,59.67322298237475,54.55215525627136
12,7.500000000000001e-05,0.011999324886010418,0.013898102735931223,156.224219050889,88.04040472204912,75.12323760986328,83.75983428955078,71.65831756591797,99.12888450834879,98.34546034322815,96.32711038961038,89.27303165584414,61.95645871985161,54.01241898536682
13,7.500000000000001e-05,0.011650546682597716,0.01794290047308261,171.80976819517264,90.70004644989967,94.24604797363281,82.90272521972656,75.13233184814453,98.32770466141001,97.39716198979589,95.13820442949905,87.36483940166976,58.86588300092767,54.06067967414856
14,7.500000000000001e-05,0.011381970979037542,0.01838547509925609,163.63103134432015,90.05687478658744,89.35758972167969,79.96926879882812,69.7366714477539,98.15449617346938,97.18300672541744,95.05196254638221,88.69615317717991,63.347562036178104,54.174232959747314
15,7.500000000000001e-05,0.010256322397838665,0.013568403310438787,150.52806834577666,84.63592618347135,71.7288589477539,77.24263000488281,72.60005187988281,99.21403930890541,98.52120535714283,96.81484809833027,90.4499797077922,64.9118738404453,53.54250502586365
16,7.500000000000001e-05,0.011383870154430594,0.012594639725813811,145.51101933231055,84.5814924257554,71.81014251708984,75.32312774658203,68.29161071777344,99.36043309369201,98.77304615027828,97.13734925788495,91.251159554731,66.63200081168827,54.379191160202026
17,7.500000000000001e-05,0.008721862502301796,0.011760073121298443,143.62732591262753,82.22242082266322,73.1371078491211,72.5911636352539,67.00814056396484,99.46443065862705,98.91219271799628,97.36889784322817,92.09980867346938,66.39900278293133,56.29272246360779
18,7.500000000000001e-05,0.010460679999352256,0.022515693346080792,200.3376394817195,98.29193730387375,110.01515197753906,97.01178741455078,90.53681182861328,97.84576472634511,96.56663091372911,93.99024524582559,84.3152104591837,46.82934253246754,54.446961879730225
19,7.500000000000001e-05,0.012105405262282378,0.012686677128923211,149.5630980813147,84.87747345046888,76.2297134399414,75.2717514038086,70.02204895019531,99.31151437847866,98.70818355751389,96.99566616419291,91.07577690166976,64.81222460575137,58.22472667694092
20,7.500000000000001e-05,0.010810726873953886,0.01043415170649744,131.83520080083466,79.20762008624794,62.32989501953125,68.20563507080078,64.15755462646484,99.5028409090909,99.01111723098333,97.78742462894246,92.99955067254173,71.149915932282,56.14199471473694
21,5.6250000000000005e-05,0.007093926850423406,0.01016956024845554,129.70629788259015,76.21289758640252,61.66242218017578,64.15619659423828,65.82910919189453,99.43616651205936,98.95169005102035,97.71386537569575,93.2368970315399,71.69635609925788,53.59160041809082
22,5.6250000000000005e-05,0.006545297313434414,0.009425151865633035,123.20931810946078,76.10791580609445,57.82243728637695,65.19217681884766,58.170570373535156,99.63184137291279,99.16222170686451,97.9399785482375,93.5601229128015,74.13975533395174,53.762377977371216
23,5.6250000000000005e-05,0.006321400380398654,0.010369744657179002,130.29167495309713,75.77416800153138,61.969295501708984,66.81517028808594,64.12812805175781,99.44993622448979,99.04155554267157,97.79394712430421,93.49381087662341,71.4832879174397,55.0635302066803
24,5.6250000000000005e-05,0.006278433730896515,0.009520090621663257,124.11895464358594,74.61610345888236,59.48590850830078,63.92392349243164,59.384727478027344,99.52965561224488,99.138305890538,98.0852852504638,93.87863810296844,73.84877956864564,55.621659994125366
25,5.6250000000000005e-05,0.006099543852519386,0.009312536728843539,123.10443981816385,73.99718240074233,57.14537048339844,63.188751220703125,60.97450256347656,99.59560528756957,99.13721880797772,97.96172019944339,93.93190514842298,73.80131029684601,54.55747675895691
26,5.6250000000000005e-05,0.006023793111119089,0.00951093322047117,126.03198097847603,75.0802476270591,57.45454406738281,69.14517974853516,58.90314483642578,99.52422019944342,99.1640335111317,98.08637233302412,93.8949443413729,73.50562384044524,56.14469504356384
27,5.6250000000000005e-05,0.009781058394361901,0.017881905284329234,163.57751477052952,84.43621896671839,84.40005493164062,90.14398193359375,66.94300842285156,98.51105925324673,97.71676426252317,95.3679412105751,88.2287076762523,62.08908279220777,56.29829716682434
28,5.6250000000000005e-05,0.008551715175279334,0.011416083635677669,134.47635375249436,76.4763070020497,64.80887603759766,69.01422119140625,63.59760284423828,99.27020524118738,98.69006551484227,97.36563659554734,92.55058557513911,71.22383754638219,55.200106382369995
29,5.6250000000000005e-05,0.006023821853619965,0.009068078004268253,118.1537233809828,73.07658709819738,56.31747817993164,62.277992248535156,55.193607330322266,99.52240839517623,99.11330299165117,98.03636653525047,94.03735215677179,75.96714111781078,55.87369418144226
30,5.6250000000000005e-05,0.005517423210689161,0.008774619493951004,119.36295712146786,73.58211701712311,56.206321716308594,62.59394836425781,57.150508880615234,99.63329081632655,99.23396915584412,98.09506899350649,94.10765016233766,75.2873521567718,54.991841077804565
31,4.21875e-05,0.005000509645884173,0.008726172493135726,120.54253823726648,69.93444599570195,57.58279037475586,61.59417724609375,59.36682891845703,99.66699037569573,99.320211038961,98.30741245361781,94.16997622912804,74.93513740723563,55.1947295665741
32,4.21875e-05,0.004819763398175187,0.00828896100971509,114.48182386151419,70.24467767558855,52.44782257080078,60.505313873291016,55.615543365478516,99.63872622912804,99.28035134508346,98.32118216604819,94.68271683673474,77.04190340909092,57.292218923568726
33,4.21875e-05,0.004815449837972469,0.008579091962680897,118.11377399439154,70.76398121265952,53.89796447753906,63.71427917480469,57.013816833496094,99.55538323283858,99.1393929730983,98.17007769016692,94.57328385899815,75.64862592764376,55.683685302734375
34,4.21875e-05,0.0046552301979847725,0.008681886310858483,115.71576201627468,69.72051261584949,54.861541748046875,60.20885467529297,55.58944320678711,99.56842822356215,99.2144016697588,98.28385899814471,94.65988810296848,76.28311978200371,54.41070866584778
35,4.21875e-05,0.004562024391385951,0.008232269269435412,115.96878997021345,68.95139948253079,54.542484283447266,60.200435638427734,56.51716613769531,99.64959705473098,99.36043309369202,98.394741419295,94.74105693413729,76.81723967996288,55.57915997505188
36,4.21875e-05,0.004751892456832,0.008662439133993095,120.2528189134123,70.69122184203773,53.720497131347656,62.909202575683594,61.37747573852539,99.63002956864563,99.28035134508349,98.11681064471244,94.39826356679038,75.70986491187384,54.77780222892761
37,4.21875e-05,0.005324152521081741,0.008575254350117493,115.36618315478307,69.91740723403034,54.426673889160156,58.69998550415039,56.555850982666016,99.53617810760669,99.24520234230057,98.23131667439702,94.70011015769946,77.11546266233766,54.064597845077515
38,4.21875e-05,0.0043177581622112025,0.007863088719948957,111.3978360367364,68.79577935139864,52.22902297973633,59.64186096191406,52.04824447631836,99.65177121985154,99.2404916512059,98.26936456400743,94.77838010204083,78.1742810760668,55.24098467826843
39,4.21875e-05,0.004089164862385656,0.007848372325745666,111.61586993449443,69.17796665141645,51.682064056396484,60.02425003051758,52.72671890258789,99.61191152597402,99.26766871521335,98.40996057513912,95.04254116419297,78.17573051948048,55.11150503158569
40,4.21875e-05,0.004129396454442906,0.007806628841949118,110.9264361949937,68.36322974152462,52.020172119140625,57.94832229614258,53.6573486328125,99.60973736085344,99.28252551020405,98.30378884508349,95.0711676716141,78.22537395640073,54.41401124000549
41,3.1640625e-05,0.003671718708864307,0.007529775093478913,107.08051521374524,66.94008606033665,49.15005874633789,56.43672561645508,51.66924285888672,99.652133580705,99.31405090445269,98.33785076530611,95.12552179962896,79.41790352504638,55.19623684883118
42,3.1640625e-05,0.003604252398297002,0.007334015965832144,106.22986790465767,66.05214484787687,48.79130935668945,57.27622604370117,50.26799011230469,99.66481621057514,99.33108186456398,98.60599779684598,95.45527017625236,79.6998202690167,54.848886251449585
43,3.1640625e-05,0.0035122871457870246,0.00747567658122121,108.77145021501,66.63875192984881,50.611656188964844,56.267520904541016,53.7845458984375,99.7253304730983,99.36731794990725,98.55309311224487,95.3614187152134,78.94284844619666,55.224531173706055
44,3.1640625e-05,0.003539922798665453,0.0074715605481866405,107.58443745712128,65.82654778835199,48.73163986206055,57.89998245239258,51.501380920410156,99.66409148886828,99.32854533858996,98.47083719851577,95.19110911410021,79.09648944805195,55.464983224868774
45,3.1640625e-05,0.0034018261794330953,0.00790870056847449,108.76969303684588,66.80476814731911,49.53618240356445,56.97864532470703,53.36371994018555,99.5756754406308,99.27527829313543,98.41104765769938,95.14182803803341,78.66636711502782,54.7306022644043
46,3.1640625e-05,0.003332998455631771,0.007231779383304952,104.39686578978515,65.22956916766331,48.537540435791016,56.14318084716797,48.8167839050293,99.63908858998143,99.32455936920223,98.59730113636361,95.40490201762526,79.92955705009275,55.09155583381653
47,3.1640625e-05,0.0032801897913406165,0.007977998077297922,109.95175456865074,67.15400568204328,51.24671173095703,58.13777542114258,52.6147346496582,99.52313311688309,99.10351924860852,98.06318123840447,94.92368680426718,78.98705647031541,54.239391565322876
48,3.1640625e-05,0.0032561179834028967,0.007740729681576009,108.46717854821325,64.99111632849538,48.652427673339844,57.4203987121582,53.53156661987305,99.59415584415584,99.25716025046381,98.2827719155844,95.10849083951763,79.01677006029679,60.03339982032776
49,3.1640625e-05,0.0033113006272506487,0.007934162427607755,108.48792826501946,65.4564210788321,52.15966033935547,57.45423126220703,49.68735885620117,99.44268900742112,99.06728316326532,98.14978548237474,94.88165294526904,79.62299976808904,55.3099479675293
50,3.1640625e-05,0.003079183746270741,0.007344474654845809,104.65034164507392,64.55280679054339,47.894508361816406,56.03511047363281,49.83237838745117,99.61625985621518,99.26513218923932,98.37589865491647,95.42229533858999,80.0860969387755,54.0673565864563
51,2.373046875e-05,0.0027552559954126046,0.007702891427801329,107.76064380846526,64.07137526355848,49.78188705444336,55.26367950439453,53.96220397949219,99.52748144712429,99.22744666048234,98.40524988404451,95.43823921614099,79.69184833024119,54.63690733909607
52,2.373046875e-05,0.002728570329874188,0.00723795645700937,102.53462513615702,63.99822368549122,47.44024658203125,54.285369873046875,48.78815460205078,99.6365520640074,99.29122217068644,98.3871318413729,95.54549802875695,80.94489216141,54.52131509780884
53,2.373046875e-05,0.002665575940892855,0.007323612892915579,104.31970014748498,64.30876622462577,47.82120895385742,54.51247024536133,51.33649826049805,99.64416164192949,99.37710169294988,98.45416859925786,95.58282119666048,80.44012349257883,54.28978085517883
54,2.373046875e-05,0.002648886547223488,0.007498157932952216,106.10565994474321,64.25586282540763,49.638465881347656,54.91366195678711,51.59476852416992,99.64162511595546,99.36949211502782,98.49149176716138,95.5154220779221,79.39797367810762,54.658520460128784
55,2.373046875e-05,0.002597550025115473,0.007403656992458061,103.73007835602523,64.23593459596748,47.56580352783203,54.681884765625,49.86253356933594,99.62169526901667,99.2973823051948,98.39981447124305,95.54259914192954,80.45715445269019,54.53569507598877
56,2.373046875e-05,0.002564212899431115,0.007412517718462782,106.3122437993968,63.94669556650742,49.25152587890625,55.32646942138672,52.360557556152344,99.60973736085343,99.32310992578846,98.42952806122449,95.43207908163266,79.72192428107604,54.124937295913696
57,2.373046875e-05,0.0025069656068624196,0.007374402139579284,104.11800607339417,63.12480852020282,47.47812271118164,55.27544021606445,50.110469818115234,99.62133290816324,99.32890769944338,98.43278930890537,95.45998086734694,80.08247333024119,55.293232440948486
58,2.373046875e-05,0.002534930148055848,0.007105320975163274,100.96328373416559,62.286434356729586,46.49100875854492,54.12987518310547,47.270118713378906,99.60865027829313,99.25571080705008,98.42952806122445,95.5672396799629,81.36957908163265,55.73632335662842
59,2.373046875e-05,0.0024301716235548823,0.007259869933477603,103.49872853440546,63.54475392036789,47.424739837646484,55.13436508178711,49.49997329711914,99.59669237012986,99.28397495361781,98.47518552875698,95.58898133116882,80.66261305658628,59.12305450439453
60,2.373046875e-05,0.0023840009299684554,0.006931754757798361,99.88153129960192,62.666333864312236,46.08285903930664,54.13998031616211,46.196598052978516,99.68438369666048,99.37456516697588,98.58063253710571,95.67920918367349,81.4250202922078,54.636545181274414
61,1.7797851562499998e-05,0.0021857966963626163,0.007076751066382381,101.33020014851056,62.334669359600646,47.662437438964844,53.08472442626953,47.95246124267578,99.68039772727273,99.33977852504636,98.46141581632652,95.48534612708717,81.34421382189241,55.41101622581482
62,1.7797851562499998e-05,0.002182890019745012,0.006878082350753671,100.76696441455043,61.96277108121102,46.480224609375,53.56302261352539,47.76774978637695,99.65539482838591,99.33216894712429,98.47373608534322,95.59948979591833,81.22789598794064,58.581918239593506
63,1.7797851562499998e-05,0.0021381963787105262,0.007170348231077448,101.99666525663048,61.713861595739345,47.29633712768555,54.13951110839844,48.18692398071289,99.61444805194805,99.32455936920219,98.42844097866417,95.69334125695735,81.27826414656772,59.09246492385864
64,1.7797851562499998e-05,0.002093052418159816,0.006964944670802321,100.54889988933145,62.13761021039988,45.72470474243164,53.13512420654297,48.89002227783203,99.65467010667902,99.31658743042671,98.53243854359921,95.74117288961037,81.39784322820036,59.05251336097717
65,1.7797851562499998e-05,0.002043329719807717,0.006790948693047871,98.52559691777779,62.04106487224916,45.4366340637207,53.32972717285156,45.54249954223633,99.66010551948052,99.41370013914656,98.538961038961,95.8390103200371,81.86130275974025,57.64513540267944
66,1.7797851562499998e-05,0.0020520564124483285,0.00717103451130573,100.63924356951652,61.45470763179096,46.29838943481445,53.55065155029297,47.57851028442383,99.60865027829313,99.24049165120594,98.46322762059367,95.68174570964747,81.86565108998148,57.275017976760864
67,1.7797851562499998e-05,0.0020132045921739897,0.007119637249905447,101.31775489538526,61.23632251369689,49.0791130065918,52.17844009399414,47.681949615478516,99.61444805194802,99.28143842764375,98.50091314935062,95.75892857142857,81.30616593228198,58.819395303726196
68,1.7797851562499998e-05,0.0020038593103637614,0.00706539167070084,100.43431558717535,61.834524531672905,47.48873519897461,52.61882781982422,47.333133697509766,99.62676832096476,99.35173643320964,98.55019422541741,95.7937152133581,81.46270582096473,59.031633615493774
69,1.7797851562499998e-05,0.00197161060044707,0.006970602555983615,100.16581142610032,60.927997004314186,46.541324615478516,52.623722076416016,48.19515609741211,99.58147321428572,99.28035134508346,98.55852852504637,95.84589517625237,81.69135551948054,59.13753843307495
70,1.7797851562499998e-05,0.0019528882498440296,0.006766318384589712,99.17920947651436,61.2198026233516,45.54703903198242,52.54316711425781,47.47774887084961,99.63437789888684,99.43507942949905,98.60636015769943,95.70240027829314,81.80658627087199,59.07609510421753
71,1.3348388671874999e-05,0.0018069606801919356,0.006506322922756557,95.97793895591204,60.50496090214879,44.481746673583984,51.322044372558594,44.62422561645508,99.68257189239331,99.36985447588125,98.62918889146563,96.00714575602969,82.46861955009275,57.45539307594299
72,1.3348388671874999e-05,0.0017842798287496914,0.006817109803457491,98.23636182646663,60.005799548680386,45.100975036621094,51.81280517578125,47.277931213378906,99.59886653525045,99.30426716141,98.52772785250463,95.90677179962894,82.14068297773656,53.589895725250244
73,1.3348388671874999e-05,0.0017524049882600202,0.006733964655061506,98.4004703008942,60.34820234375687,45.761898040771484,51.94618225097656,46.66901779174805,99.61118680426716,99.33398075139145,98.52809021335807,95.92090387291279,82.01965445269016,53.846251010894775
74,1.3348388671874999e-05,0.001752221825108215,0.006741878285538405,97.47474121810023,60.28452522530047,45.218238830566406,51.80317306518555,45.64815902709961,99.59089459647493,99.27056760204079,98.45598040352502,95.79588937847866,82.33490839517623,53.75617337226868
75,1.3348388671874999e-05,0.0017295701346725604,0.006765979502233677,99.04404061006788,60.12258660627063,45.21706008911133,52.4730339050293,47.81684875488281,99.6296672077922,99.37057919758809,98.52591604823746,95.93322414192949,82.10263508812615,53.45259714126587
76,1.3348388671874999e-05,0.0017044238436707778,0.006629573347957127,97.15838228689658,60.44427969153223,44.74991989135742,51.878543853759766,45.569087982177734,99.63945095083487,99.33289366883115,98.56613810296844,95.78175730519483,82.39977098794064,53.34919762611389
77,1.3348388671874999e-05,0.0016930968948651718,0.006506980583336289,96.32806058289486,60.01160362979226,44.008296966552734,51.8090705871582,45.2640266418457,99.66735273654918,99.38688543599255,98.55816616419293,95.85894016697584,82.6711792671614,53.700090408325195
78,1.3348388671874999e-05,0.0016739095564153564,0.0065597042147684,96.55486974132857,60.28613675424927,44.78618240356445,51.554386138916016,45.06870651245117,99.67786120129871,99.39594445732837,98.58280670222635,95.92525220315397,82.48456342764379,53.52939414978027
79,1.3348388671874999e-05,0.001678668233695664,0.006601579692373475,97.06950278777316,59.92938152185661,44.22887420654297,51.66885757446289,46.26443099975586,99.63437789888684,99.32999478200368,98.55852852504636,95.84915642393325,82.49833314007425,53.51667857170105
80,1.3348388671874999e-05,0.0016607539560292153,0.006326434375792319,94.48383736779985,60.01854936543264,43.73765182495117,50.863372802734375,43.5244026184082,99.69561688311687,99.39087140538032,98.63824791280145,96.01874130333954,82.91939645176257,53.490031003952026
